species,matrix,active_ingredient,category_type,cause,dose_amount,dose_unit,frequency_per_day,duration_days,reason,mrl_limit,mrl_unit,withdrawal_period_days
poultry,egg,Diclazuril,anticoccidial,Mycoplasma infection,5.0,sachet,1,5,Drop in egg production,53.55,ug/kg,14
poultry,meat,Toltrazuril,anticoccidial,Mycoplasma infection,2.0,sachet,3,10,Skin lesions,45.9,ug/kg,9
poultry,meat,Diclazuril,anticoccidial,Mycoplasma infection,3.68,kg,1,1,Fever,49.67,ug/kg,2
poultry,meat,Toltrazuril,anticoccidial,Nutritional deficiency,31.28,g,3,2,Diarrhea,54.05,ug/kg,14
poultry,egg,Amprolium,anticoccidial,Nutritional deficiency,4.81,kg,1,7,Diarrhea,10.66,ug/kg,6
poultry,egg,Toltrazuril,anticoccidial,Fungal infection,27.06,g,2,1,Diarrhea,48.57,ug/kg,14
poultry,egg,Amprolium,anticoccidial,Bacterial infection,5.0,sachet,3,1,Wounds,9.61,ug/kg,13
poultry,egg,Diclazuril,anticoccidial,Poor hygiene,4.6,kg,2,2,Fever,50.24,ug/kg,7
poultry,meat,Diclazuril,anticoccidial,Viral infection,1.6,kg,1,5,Lameness,47.58,ug/kg,2
poultry,meat,Diclazuril,anticoccidial,Fungal infection,0.45,litre,1,2,Skin lesions,45.99,ug/kg,1
poultry,meat,Amprolium,anticoccidial,Protozoal infection,3.69,kg,1,2,Cough,10.94,ug/kg,12
poultry,egg,Diclazuril,anticoccidial,Poor hygiene,5.0,sachet,2,5,Lameness,45.89,ug/kg,2
poultry,meat,Diclazuril,anticoccidial,Viral infection,5.0,sachet,1,7,Drop in egg production,46.14,ug/kg,2
poultry,egg,Toltrazuril,anticoccidial,Parasitic infestation,4.93,litre,3,5,Reduced production,45.19,ug/kg,3
poultry,meat,Toltrazuril,anticoccidial,Bacterial infection,4.01,kg,2,2,Reduced production,54.88,ug/kg,5
poultry,meat,Diclazuril,anticoccidial,Parasitic infestation,19.21,g,2,3,Skin lesions,52.06,ug/kg,4
poultry,meat,Toltrazuril,anticoccidial,Mycoplasma infection,1.16,kg,1,5,Poor weight gain,46.36,ug/kg,1
poultry,egg,Amprolium,anticoccidial,Bacterial infection,1.29,kg,1,10,Drop in egg production,10.64,ug/kg,12
poultry,egg,Diclazuril,anticoccidial,Parasitic infestation,3.87,g,3,1,Fever,52.09,ug/kg,1
poultry,meat,Toltrazuril,anticoccidial,Poor hygiene,0.13,litre,3,7,Skin lesions,52.96,ug/kg,7
poultry,egg,Toltrazuril,anticoccidial,Protozoal infection,3.51,g,1,5,Wounds,45.06,ug/kg,11
poultry,meat,Amprolium,anticoccidial,Viral infection,0.26,g,1,4,Reduced production,10.7,ug/kg,3
poultry,egg,Amprolium,anticoccidial,Contaminated feed/water,1.57,g,2,7,Cough,9.56,ug/kg,9
poultry,meat,Amprolium,anticoccidial,Bacterial infection,4.19,litre,3,5,Lameness,10.02,ug/kg,12
poultry,egg,Diclazuril,anticoccidial,Secondary bacterial infection,36.48,g,3,1,Drop in egg production,46.29,ug/kg,5
poultry,egg,Diclazuril,anticoccidial,Poor hygiene,3.94,litre,1,5,Wounds,51.66,ug/kg,11
poultry,egg,Diclazuril,anticoccidial,Mycoplasma infection,6.78,litre,2,4,Skin lesions,52.09,ug/kg,13
poultry,meat,Amprolium,anticoccidial,Protozoal infection,5.0,sachet,1,14,Fever,9.41,ug/kg,9
poultry,egg,Toltrazuril,anticoccidial,Parasitic infestation,35.89,g,2,4,Wounds,49.68,ug/kg,8
poultry,meat,Amprolium,anticoccidial,Bacterial infection,14.95,g,1,10,Fever,9.08,ug/kg,4
poultry,egg,Toltrazuril,anticoccidial,Bacterial infection,4.02,litre,3,3,Poor weight gain,51.27,ug/kg,11
poultry,egg,Amprolium,anticoccidial,Contaminated feed/water,2.0,sachet,1,4,Fever,9.28,ug/kg,2
poultry,egg,Amprolium,anticoccidial,Viral infection,0.77,kg,2,7,Diarrhea,10.69,ug/kg,7
poultry,egg,Amprolium,anticoccidial,Protozoal infection,2.16,kg,2,14,Reduced production,9.25,ug/kg,12
poultry,meat,Toltrazuril,anticoccidial,Bacterial infection,39.1,g,2,2,Wounds,46.88,ug/kg,5
poultry,meat,Toltrazuril,anticoccidial,Parasitic infestation,17.17,g,3,10,Respiratory distress,54.8,ug/kg,10
poultry,meat,Amprolium,anticoccidial,Protozoal infection,9.76,litre,2,5,Respiratory distress,9.6,ug/kg,3
poultry,egg,Toltrazuril,anticoccidial,Poor hygiene,5.88,litre,1,5,Drop in egg production,46.27,ug/kg,11
poultry,meat,Diclazuril,anticoccidial,Protozoal infection,0.4,kg,3,10,Reduced production,50.92,ug/kg,10
poultry,meat,Amprolium,anticoccidial,Poor hygiene,43.87,g,2,10,Cough,9.26,ug/kg,1
poultry,meat,Toltrazuril,anticoccidial,Poor hygiene,0.51,kg,1,3,Respiratory distress,49.19,ug/kg,6
poultry,egg,Diclazuril,anticoccidial,Mycoplasma infection,8.24,litre,1,14,Fever,53.07,ug/kg,3
poultry,meat,Amprolium,anticoccidial,Nutritional deficiency,20.64,g,1,14,Respiratory distress,10.91,ug/kg,13
poultry,egg,Amprolium,anticoccidial,Poor hygiene,6.61,litre,1,3,Diarrhea,9.12,ug/kg,4
poultry,meat,Amprolium,anticoccidial,Viral infection,9.83,litre,1,10,Lameness,10.4,ug/kg,8
poultry,meat,Diclazuril,anticoccidial,Mycoplasma infection,4.52,kg,1,7,Lameness,48.4,ug/kg,8
poultry,egg,Toltrazuril,anticoccidial,Mycoplasma infection,1.0,sachet,1,4,Lameness,54.4,ug/kg,8
poultry,egg,Toltrazuril,anticoccidial,Nutritional deficiency,1.0,sachet,1,2,Poor weight gain,52.9,ug/kg,2
poultry,meat,Amprolium,anticoccidial,Nutritional deficiency,10.0,sachet,1,7,Reduced production,10.74,ug/kg,9
poultry,egg,Amprolium,anticoccidial,Protozoal infection,34.3,g,1,14,Wounds,10.98,ug/kg,13
poultry,egg,Amprolium,anticoccidial,Secondary bacterial infection,47.11,g,2,7,Skin lesions,9.05,ug/kg,2
poultry,egg,Toltrazuril,anticoccidial,Nutritional deficiency,21.61,g,3,5,Fever,50.88,ug/kg,1
poultry,meat,Amprolium,anticoccidial,Contaminated feed/water,3.02,g,2,4,Respiratory distress,10.95,ug/kg,14
poultry,meat,Diclazuril,anticoccidial,Viral infection,10.0,sachet,3,5,Lameness,54.75,ug/kg,10
poultry,meat,Amprolium,anticoccidial,Fungal infection,8.66,g,1,3,Wounds,10.03,ug/kg,7
poultry,egg,Amprolium,anticoccidial,Protozoal infection,8.28,litre,2,2,Fever,10.13,ug/kg,6
poultry,egg,Amprolium,anticoccidial,Secondary bacterial infection,16.32,g,1,7,Respiratory distress,9.63,ug/kg,13
poultry,meat,Amprolium,anticoccidial,Parasitic infestation,39.43,g,2,14,Cough,10.72,ug/kg,10
poultry,meat,Diclazuril,anticoccidial,Bacterial infection,0.67,kg,3,10,Diarrhea,50.38,ug/kg,4
poultry,meat,Diclazuril,anticoccidial,Viral infection,4.39,kg,1,4,Diarrhea,47.04,ug/kg,4
poultry,meat,Toltrazuril,anticoccidial,Protozoal infection,35.22,g,3,5,Lameness,51.59,ug/kg,14
poultry,meat,Toltrazuril,anticoccidial,Nutritional deficiency,0.58,litre,1,1,Cough,45.9,ug/kg,13
poultry,egg,Amprolium,anticoccidial,Nutritional deficiency,1.0,sachet,2,7,Reduced production,9.46,ug/kg,11
poultry,egg,Diclazuril,anticoccidial,Viral infection,4.96,litre,2,4,Poor weight gain,48.6,ug/kg,4
poultry,egg,Toltrazuril,anticoccidial,Poor hygiene,43.63,g,1,7,Lameness,48.27,ug/kg,14
poultry,egg,Toltrazuril,anticoccidial,Fungal infection,1.0,sachet,1,14,Reduced production,54.58,ug/kg,2
poultry,egg,Diclazuril,anticoccidial,Protozoal infection,7.92,litre,2,14,Respiratory distress,53.15,ug/kg,2
poultry,egg,Toltrazuril,anticoccidial,Nutritional deficiency,5.0,sachet,2,5,Fever,51.96,ug/kg,1
poultry,meat,Toltrazuril,anticoccidial,Viral infection,2.0,sachet,2,7,Poor weight gain,50.95,ug/kg,5
poultry,meat,Toltrazuril,anticoccidial,Mycoplasma infection,9.0,litre,2,1,Wounds,54.88,ug/kg,2
poultry,egg,Toltrazuril,anticoccidial,Protozoal infection,2.47,litre,3,4,Cough,49.48,ug/kg,7
poultry,egg,Amprolium,anticoccidial,Mycoplasma infection,5.0,sachet,3,10,Wounds,9.18,ug/kg,11
poultry,egg,Toltrazuril,anticoccidial,Viral infection,5.0,sachet,3,3,Drop in egg production,53.83,ug/kg,6
poultry,egg,Amprolium,anticoccidial,Protozoal infection,8.04,litre,1,14,Cough,9.84,ug/kg,7
poultry,egg,Toltrazuril,anticoccidial,Parasitic infestation,1.28,kg,1,3,Wounds,51.27,ug/kg,12
poultry,egg,Amprolium,anticoccidial,Protozoal infection,2.0,sachet,1,4,Wounds,10.83,ug/kg,2
poultry,meat,Toltrazuril,anticoccidial,Bacterial infection,41.35,g,1,5,Skin lesions,46.9,ug/kg,7
poultry,meat,Diclazuril,anticoccidial,Bacterial infection,1.52,kg,2,1,Lameness,52.31,ug/kg,14
poultry,egg,Toltrazuril,anticoccidial,Poor hygiene,2.29,litre,1,10,Skin lesions,48.83,ug/kg,12
poultry,egg,Toltrazuril,anticoccidial,Bacterial infection,2.09,litre,1,7,Wounds,45.37,ug/kg,7
poultry,meat,Diclazuril,anticoccidial,Nutritional deficiency,4.02,litre,1,1,Diarrhea,53.89,ug/kg,7
poultry,meat,Diclazuril,anticoccidial,Bacterial infection,1.49,kg,2,3,Wounds,50.1,ug/kg,9
poultry,egg,Toltrazuril,anticoccidial,Secondary bacterial infection,3.61,kg,3,10,Drop in egg production,52.95,ug/kg,10
poultry,meat,Toltrazuril,anticoccidial,Contaminated feed/water,4.72,kg,1,4,Diarrhea,45.39,ug/kg,7
poultry,meat,Amprolium,anticoccidial,Fungal infection,10.0,sachet,2,1,Respiratory distress,9.01,ug/kg,13
poultry,meat,Diclazuril,anticoccidial,Parasitic infestation,3.52,kg,1,2,Cough,46.3,ug/kg,11
poultry,meat,Toltrazuril,anticoccidial,Contaminated feed/water,19.34,g,1,3,Skin lesions,49.16,ug/kg,7
poultry,meat,Diclazuril,anticoccidial,Mycoplasma infection,3.17,kg,1,7,Wounds,45.54,ug/kg,8
poultry,meat,Toltrazuril,anticoccidial,Viral infection,3.69,kg,1,10,Diarrhea,46.41,ug/kg,7
poultry,egg,Toltrazuril,anticoccidial,Contaminated feed/water,10.0,sachet,3,10,Fever,47.28,ug/kg,4
poultry,egg,Toltrazuril,anticoccidial,Contaminated feed/water,2.75,litre,1,10,Fever,47.55,ug/kg,10
poultry,meat,Amprolium,anticoccidial,Fungal infection,10.0,sachet,2,3,Respiratory distress,9.31,ug/kg,14
poultry,meat,Toltrazuril,anticoccidial,Contaminated feed/water,3.32,litre,1,4,Reduced production,50.59,ug/kg,7
poultry,egg,Toltrazuril,anticoccidial,Fungal infection,8.72,g,2,1,Wounds,51.15,ug/kg,13
poultry,meat,Amprolium,anticoccidial,Protozoal infection,10.0,sachet,1,10,Diarrhea,9.01,ug/kg,1
poultry,egg,Toltrazuril,anticoccidial,Parasitic infestation,1.0,sachet,3,3,Wounds,51.47,ug/kg,10
poultry,meat,Amprolium,anticoccidial,Poor hygiene,8.88,g,3,7,Lameness,10.73,ug/kg,3
poultry,meat,Amprolium,anticoccidial,Nutritional deficiency,22.2,g,1,4,Respiratory distress,9.54,ug/kg,6
poultry,egg,Toltrazuril,anticoccidial,Parasitic infestation,9.89,litre,3,14,Skin lesions,47.45,ug/kg,14
poultry,egg,Amprolium,anticoccidial,Fungal infection,0.3,kg,2,7,Poor weight gain,10.33,ug/kg,12
poultry,meat,Amprolium,anticoccidial,Protozoal infection,4.56,kg,2,10,Fever,10.0,ug/kg,7
poultry,egg,Amprolium,anticoccidial,Fungal infection,4.24,kg,2,10,Poor weight gain,9.7,ug/kg,12
poultry,egg,Diclazuril,anticoccidial,Viral infection,3.16,kg,2,5,Respiratory distress,47.59,ug/kg,13
poultry,egg,Diclazuril,anticoccidial,Nutritional deficiency,1.0,sachet,2,10,Diarrhea,50.8,ug/kg,7
poultry,egg,Amprolium,anticoccidial,Viral infection,34.37,g,1,4,Fever,10.29,ug/kg,8
poultry,meat,Toltrazuril,anticoccidial,Bacterial infection,2.0,sachet,1,3,Cough,52.18,ug/kg,10
poultry,meat,Toltrazuril,anticoccidial,Contaminated feed/water,10.0,sachet,1,14,Fever,52.37,ug/kg,6
poultry,meat,Amprolium,anticoccidial,Protozoal infection,1.61,litre,1,7,Poor weight gain,10.48,ug/kg,3
poultry,meat,Toltrazuril,anticoccidial,Secondary bacterial infection,4.74,kg,2,2,Diarrhea,47.85,ug/kg,4
poultry,egg,Diclazuril,anticoccidial,Poor hygiene,39.31,g,1,2,Respiratory distress,49.1,ug/kg,7
poultry,meat,Amprolium,anticoccidial,Secondary bacterial infection,26.23,g,2,14,Respiratory distress,10.95,ug/kg,7
poultry,egg,Toltrazuril,anticoccidial,Viral infection,4.8,kg,2,5,Fever,47.54,ug/kg,11
poultry,meat,Toltrazuril,anticoccidial,Secondary bacterial infection,1.28,litre,1,1,Drop in egg production,54.6,ug/kg,12
poultry,meat,Diclazuril,anticoccidial,Poor hygiene,10.0,sachet,2,3,Cough,51.89,ug/kg,7
poultry,meat,Diclazuril,anticoccidial,Mycoplasma infection,2.08,kg,1,1,Reduced production,49.15,ug/kg,6
poultry,egg,Diclazuril,anticoccidial,Secondary bacterial infection,5.0,sachet,2,4,Lameness,49.37,ug/kg,13
poultry,meat,Diclazuril,anticoccidial,Protozoal infection,2.15,litre,1,7,Wounds,49.51,ug/kg,10
poultry,egg,Diclazuril,anticoccidial,Contaminated feed/water,1.0,sachet,1,3,Fever,52.35,ug/kg,3
poultry,meat,Toltrazuril,anticoccidial,Mycoplasma infection,8.15,litre,1,1,Fever,46.78,ug/kg,4
poultry,meat,Amprolium,anticoccidial,Secondary bacterial infection,5.9,litre,2,4,Skin lesions,10.18,ug/kg,7
poultry,egg,Diclazuril,anticoccidial,Parasitic infestation,2.0,sachet,2,14,Cough,52.97,ug/kg,13
poultry,meat,Diclazuril,anticoccidial,Viral infection,3.78,litre,2,3,Skin lesions,50.18,ug/kg,4
poultry,meat,Toltrazuril,anticoccidial,Poor hygiene,9.34,litre,2,14,Reduced production,47.04,ug/kg,13
poultry,egg,Diclazuril,anticoccidial,Parasitic infestation,0.75,litre,3,5,Respiratory distress,46.74,ug/kg,11
poultry,egg,Amprolium,anticoccidial,Viral infection,2.11,kg,2,3,Diarrhea,9.49,ug/kg,6
poultry,meat,Amprolium,anticoccidial,Parasitic infestation,1.23,kg,1,2,Lameness,10.21,ug/kg,13
poultry,meat,Diclazuril,anticoccidial,Mycoplasma infection,1.0,sachet,2,14,Poor weight gain,52.31,ug/kg,11
poultry,meat,Toltrazuril,anticoccidial,Fungal infection,0.31,litre,3,1,Reduced production,54.21,ug/kg,10
poultry,egg,Diclazuril,anticoccidial,Fungal infection,1.64,litre,3,7,Respiratory distress,49.87,ug/kg,1
poultry,egg,Amprolium,anticoccidial,Nutritional deficiency,27.3,g,1,5,Cough,9.61,ug/kg,4
poultry,meat,Amprolium,anticoccidial,Protozoal infection,2.67,litre,2,3,Wounds,9.52,ug/kg,14
poultry,egg,Toltrazuril,anticoccidial,Poor hygiene,9.12,litre,3,7,Fever,54.02,ug/kg,2
poultry,meat,Amprolium,anticoccidial,Parasitic infestation,0.17,litre,2,14,Respiratory distress,10.6,ug/kg,12
poultry,egg,Amprolium,anticoccidial,Protozoal infection,5.0,sachet,2,2,Lameness,9.02,ug/kg,1
poultry,egg,Diclazuril,anticoccidial,Fungal infection,28.65,g,3,4,Respiratory distress,49.64,ug/kg,14
poultry,meat,Amprolium,anticoccidial,Secondary bacterial infection,35.13,g,3,2,Wounds,10.8,ug/kg,2
poultry,egg,Toltrazuril,anticoccidial,Parasitic infestation,1.0,sachet,2,5,Drop in egg production,53.44,ug/kg,10
poultry,egg,Diclazuril,anticoccidial,Nutritional deficiency,4.69,kg,1,3,Lameness,54.34,ug/kg,14
poultry,egg,Diclazuril,anticoccidial,Secondary bacterial infection,2.07,litre,3,1,Lameness,53.27,ug/kg,13
poultry,meat,Amprolium,anticoccidial,Viral infection,10.0,sachet,1,10,Poor weight gain,9.61,ug/kg,10
poultry,egg,Diclazuril,anticoccidial,Poor hygiene,0.5,litre,2,7,Fever,47.29,ug/kg,9
poultry,meat,Toltrazuril,anticoccidial,Contaminated feed/water,1.17,kg,2,1,Skin lesions,45.01,ug/kg,12
poultry,egg,Toltrazuril,anticoccidial,Protozoal infection,10.0,sachet,1,3,Poor weight gain,50.72,ug/kg,12
poultry,meat,Toltrazuril,anticoccidial,Mycoplasma infection,5.74,litre,2,4,Drop in egg production,53.94,ug/kg,4
poultry,egg,Toltrazuril,anticoccidial,Bacterial infection,9.34,litre,1,4,Poor weight gain,51.5,ug/kg,14
poultry,meat,Amprolium,anticoccidial,Bacterial infection,5.48,litre,1,14,Skin lesions,9.36,ug/kg,10
poultry,meat,Amprolium,anticoccidial,Protozoal infection,30.21,g,1,7,Cough,10.61,ug/kg,2
poultry,meat,Toltrazuril,anticoccidial,Nutritional deficiency,15.25,g,2,14,Drop in egg production,53.93,ug/kg,8
poultry,egg,Diclazuril,anticoccidial,Bacterial infection,8.63,litre,3,5,Diarrhea,53.68,ug/kg,3
poultry,egg,Toltrazuril,anticoccidial,Parasitic infestation,2.66,kg,3,7,Cough,54.8,ug/kg,10
poultry,meat,Amprolium,anticoccidial,Viral infection,1.66,litre,2,7,Reduced production,10.17,ug/kg,13
poultry,egg,Diclazuril,anticoccidial,Bacterial infection,3.09,litre,1,2,Lameness,52.7,ug/kg,5
poultry,egg,Diclazuril,anticoccidial,Nutritional deficiency,2.21,kg,3,7,Reduced production,46.68,ug/kg,6
poultry,meat,Toltrazuril,anticoccidial,Protozoal infection,6.95,litre,1,4,Reduced production,46.6,ug/kg,5
poultry,egg,Amprolium,anticoccidial,Fungal infection,6.49,litre,3,1,Fever,10.39,ug/kg,5
poultry,egg,Diclazuril,anticoccidial,Mycoplasma infection,1.64,kg,3,3,Lameness,45.84,ug/kg,5
poultry,egg,Amprolium,anticoccidial,Viral infection,8.3,litre,1,5,Skin lesions,9.29,ug/kg,9
poultry,egg,Amprolium,anticoccidial,Mycoplasma infection,1.0,sachet,3,2,Reduced production,10.88,ug/kg,9
poultry,meat,Amprolium,anticoccidial,Bacterial infection,43.14,g,1,7,Respiratory distress,10.57,ug/kg,3
poultry,egg,Amprolium,anticoccidial,Viral infection,3.13,kg,2,10,Fever,9.73,ug/kg,2
poultry,egg,Toltrazuril,anticoccidial,Secondary bacterial infection,1.0,sachet,2,14,Lameness,45.14,ug/kg,4
poultry,egg,Amprolium,anticoccidial,Bacterial infection,10.0,sachet,1,2,Wounds,10.32,ug/kg,4
poultry,egg,Toltrazuril,anticoccidial,Poor hygiene,2.0,sachet,1,4,Poor weight gain,49.72,ug/kg,7
poultry,egg,Diclazuril,anticoccidial,Nutritional deficiency,1.0,sachet,2,2,Lameness,49.59,ug/kg,4
poultry,egg,Toltrazuril,anticoccidial,Fungal infection,6.41,litre,3,2,Skin lesions,54.44,ug/kg,3
poultry,meat,Toltrazuril,anticoccidial,Poor hygiene,1.0,kg,1,14,Respiratory distress,54.64,ug/kg,6
poultry,meat,Toltrazuril,anticoccidial,Parasitic infestation,2.59,kg,2,2,Poor weight gain,51.54,ug/kg,8
poultry,egg,Toltrazuril,anticoccidial,Protozoal infection,17.85,g,2,14,Wounds,48.44,ug/kg,3
poultry,meat,Amprolium,anticoccidial,Viral infection,1.0,sachet,2,1,Diarrhea,9.88,ug/kg,12
poultry,meat,Toltrazuril,anticoccidial,Contaminated feed/water,6.09,litre,1,3,Diarrhea,45.19,ug/kg,4
poultry,egg,Amprolium,anticoccidial,Secondary bacterial infection,9.67,litre,2,7,Reduced production,9.36,ug/kg,2
poultry,egg,Diclazuril,anticoccidial,Protozoal infection,3.52,kg,3,7,Drop in egg production,54.09,ug/kg,10
poultry,egg,Amprolium,anticoccidial,Secondary bacterial infection,5.5,g,2,4,Poor weight gain,9.03,ug/kg,13
poultry,egg,Diclazuril,anticoccidial,Secondary bacterial infection,3.24,kg,3,14,Reduced production,49.03,ug/kg,10
poultry,egg,Toltrazuril,anticoccidial,Poor hygiene,5.0,sachet,2,2,Drop in egg production,49.78,ug/kg,8
poultry,egg,Diclazuril,anticoccidial,Contaminated feed/water,10.0,sachet,2,2,Diarrhea,53.77,ug/kg,6
poultry,meat,Toltrazuril,anticoccidial,Nutritional deficiency,3.39,litre,1,14,Skin lesions,53.07,ug/kg,13
poultry,meat,Diclazuril,anticoccidial,Viral infection,2.0,sachet,2,10,Respiratory distress,49.18,ug/kg,5
poultry,meat,Diclazuril,anticoccidial,Fungal infection,3.16,kg,1,10,Reduced production,49.97,ug/kg,5
poultry,meat,Amprolium,anticoccidial,Poor hygiene,3.01,litre,2,2,Diarrhea,9.7,ug/kg,9
poultry,egg,Diclazuril,anticoccidial,Poor hygiene,7.31,litre,1,2,Skin lesions,53.67,ug/kg,9
poultry,egg,Diclazuril,anticoccidial,Viral infection,3.23,kg,1,5,Drop in egg production,48.13,ug/kg,1
poultry,egg,Amprolium,anticoccidial,Bacterial infection,0.75,kg,1,10,Wounds,10.61,ug/kg,1
poultry,egg,Diclazuril,anticoccidial,Nutritional deficiency,10.0,sachet,2,1,Wounds,46.22,ug/kg,3
poultry,meat,Diclazuril,anticoccidial,Nutritional deficiency,3.16,g,2,7,Fever,49.95,ug/kg,10
poultry,egg,Toltrazuril,anticoccidial,Viral infection,18.79,g,2,4,Diarrhea,53.0,ug/kg,2
poultry,meat,Amprolium,anticoccidial,Fungal infection,1.81,kg,1,7,Lameness,10.47,ug/kg,4
poultry,egg,Toltrazuril,anticoccidial,Contaminated feed/water,1.0,sachet,1,1,Reduced production,54.41,ug/kg,6
poultry,egg,Amprolium,anticoccidial,Protozoal infection,0.37,kg,2,5,Lameness,10.99,ug/kg,1
poultry,meat,Amprolium,anticoccidial,Viral infection,2.0,sachet,1,1,Poor weight gain,10.49,ug/kg,11
poultry,meat,Toltrazuril,anticoccidial,Poor hygiene,1.93,g,2,5,Skin lesions,49.7,ug/kg,8
poultry,meat,Toltrazuril,anticoccidial,Contaminated feed/water,3.35,kg,3,4,Poor weight gain,49.21,ug/kg,10
poultry,egg,Diclazuril,anticoccidial,Bacterial infection,1.0,sachet,1,10,Respiratory distress,53.26,ug/kg,10
poultry,egg,Diclazuril,anticoccidial,Parasitic infestation,10.0,sachet,2,1,Skin lesions,47.4,ug/kg,12
poultry,egg,Toltrazuril,anticoccidial,Protozoal infection,20.98,g,2,3,Cough,54.65,ug/kg,7
poultry,egg,Amprolium,anticoccidial,Bacterial infection,34.0,g,3,5,Skin lesions,10.69,ug/kg,6
poultry,meat,Amprolium,anticoccidial,Fungal infection,48.6,g,1,5,Reduced production,9.91,ug/kg,9
poultry,meat,Amprolium,anticoccidial,Fungal infection,7.88,litre,2,4,Wounds,9.85,ug/kg,1
poultry,egg,Diclazuril,anticoccidial,Bacterial infection,3.83,kg,1,2,Skin lesions,45.3,ug/kg,1
poultry,egg,Amprolium,anticoccidial,Protozoal infection,1.02,kg,1,7,Drop in egg production,9.35,ug/kg,12
poultry,meat,Amprolium,anticoccidial,Bacterial infection,1.99,kg,2,1,Fever,9.77,ug/kg,3
poultry,egg,Toltrazuril,anticoccidial,Nutritional deficiency,18.12,g,1,10,Drop in egg production,48.34,ug/kg,7
poultry,egg,Toltrazuril,anticoccidial,Nutritional deficiency,1.32,kg,2,14,Lameness,47.58,ug/kg,8
poultry,meat,Toltrazuril,anticoccidial,Protozoal infection,5.0,sachet,3,5,Reduced production,52.32,ug/kg,4
poultry,meat,Diclazuril,anticoccidial,Contaminated feed/water,3.14,kg,1,7,Wounds,53.2,ug/kg,13
poultry,egg,Diclazuril,anticoccidial,Secondary bacterial infection,5.57,litre,2,5,Lameness,45.32,ug/kg,3
poultry,meat,Amprolium,anticoccidial,Mycoplasma infection,2.23,litre,1,1,Fever,10.75,ug/kg,12
poultry,meat,Diclazuril,anticoccidial,Protozoal infection,10.0,sachet,1,5,Diarrhea,46.23,ug/kg,1
poultry,meat,Diclazuril,anticoccidial,Contaminated feed/water,3.94,litre,2,10,Respiratory distress,48.58,ug/kg,11
poultry,meat,Toltrazuril,anticoccidial,Parasitic infestation,5.0,sachet,1,10,Drop in egg production,54.08,ug/kg,12
poultry,meat,Amprolium,anticoccidial,Fungal infection,1.0,sachet,1,3,Skin lesions,10.85,ug/kg,5
poultry,meat,Toltrazuril,anticoccidial,Parasitic infestation,4.99,kg,2,4,Drop in egg production,46.14,ug/kg,9
poultry,egg,Amprolium,anticoccidial,Mycoplasma infection,6.01,litre,3,3,Skin lesions,9.62,ug/kg,4
poultry,egg,Diclazuril,anticoccidial,Parasitic infestation,49.7,g,1,4,Lameness,53.06,ug/kg,14
poultry,meat,Amprolium,anticoccidial,Secondary bacterial infection,10.0,sachet,1,5,Fever,9.86,ug/kg,10
poultry,meat,Amprolium,anticoccidial,Fungal infection,25.58,g,1,5,Drop in egg production,10.36,ug/kg,13
poultry,meat,Toltrazuril,anticoccidial,Mycoplasma infection,6.88,litre,2,10,Lameness,48.58,ug/kg,14
poultry,meat,Diclazuril,anticoccidial,Fungal infection,10.0,sachet,2,10,Reduced production,52.17,ug/kg,13
poultry,meat,Toltrazuril,anticoccidial,Protozoal infection,2.22,kg,1,10,Fever,48.38,ug/kg,8
poultry,meat,Amprolium,anticoccidial,Bacterial infection,9.19,litre,3,3,Skin lesions,9.5,ug/kg,9
poultry,egg,Amprolium,anticoccidial,Viral infection,2.18,litre,1,1,Lameness,10.43,ug/kg,11
poultry,meat,Toltrazuril,anticoccidial,Protozoal infection,2.0,sachet,2,2,Wounds,53.46,ug/kg,1
poultry,meat,Amprolium,anticoccidial,Poor hygiene,7.57,litre,2,14,Lameness,10.94,ug/kg,5
poultry,meat,Diclazuril,anticoccidial,Nutritional deficiency,47.33,g,3,3,Drop in egg production,48.25,ug/kg,7
poultry,meat,Toltrazuril,anticoccidial,Secondary bacterial infection,35.47,g,3,10,Wounds,51.36,ug/kg,11
poultry,egg,Toltrazuril,anticoccidial,Nutritional deficiency,45.51,g,2,4,Drop in egg production,54.81,ug/kg,4
poultry,egg,Toltrazuril,anticoccidial,Secondary bacterial infection,3.65,kg,3,5,Poor weight gain,54.44,ug/kg,4
poultry,meat,Toltrazuril,anticoccidial,Contaminated feed/water,1.0,sachet,3,10,Drop in egg production,51.96,ug/kg,8
poultry,meat,Diclazuril,anticoccidial,Poor hygiene,6.62,litre,2,1,Skin lesions,52.23,ug/kg,7
poultry,meat,Diclazuril,anticoccidial,Nutritional deficiency,10.0,sachet,3,5,Cough,49.03,ug/kg,3
poultry,egg,Diclazuril,anticoccidial,Secondary bacterial infection,0.35,kg,3,3,Cough,53.45,ug/kg,10
poultry,meat,Amprolium,anticoccidial,Protozoal infection,2.02,kg,1,14,Diarrhea,10.09,ug/kg,7
poultry,egg,Diclazuril,anticoccidial,Secondary bacterial infection,2.0,sachet,2,1,Skin lesions,46.57,ug/kg,4
poultry,meat,Amprolium,anticoccidial,Secondary bacterial infection,6.58,litre,1,10,Respiratory distress,10.72,ug/kg,4
poultry,egg,Toltrazuril,anticoccidial,Mycoplasma infection,1.0,sachet,1,4,Poor weight gain,48.01,ug/kg,12
poultry,egg,Toltrazuril,anticoccidial,Nutritional deficiency,3.15,kg,2,10,Drop in egg production,54.74,ug/kg,9
